ENSP00000000233 pgi|0000000000118797726|ti|118797|pi|0|      0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000513378253|ti|51337|pi|0|       0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000095456958|ti|9545|pi|0|        0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000095972439|ti|9597|pi|0|        0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000102697021443|ti|1026970|pi|0|     0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000097085614|ti|9708|pi|0|        0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000012758212369|ti|127582|pi|0|      0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000001011616852|ti|10116|pi|0|       0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000002873717698|ti|28737|pi|0|       0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000097333666|ti|9733|pi|0|        0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000961523425|ti|9615|pi|0|        0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000001433022198|ti|143302|pi|0|      0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000100369453|ti|10036|pi|0|       0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000978514988|ti|9785|pi|0|        0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000031075214339|ti|310752|pi|0|      0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000013290814890|ti|132908|pi|0|      0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000959811708|ti|9598|pi|0|        0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000037953227851|ti|379532|pi|0|      0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000955512843|ti|9555|pi|0|        0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000979617802|ti|9796|pi|0|        0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000095575079|ti|9557|pi|0|        0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000097132311|ti|9713|pi|0|        0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000001854536266|ti|185453|pi|0|      0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000039432836|ti|39432|pi|0|       0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000959522130|ti|9595|pi|0|        0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000012308409953|ti|1230840|pi|0|     0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
ENSP00000000233 pgi|0000000000099257976|ti|9925|pi|0|        0  100.0     00.00  | 100 180 0 0 1 180 1 180 4e-130 374
