window_size,hash,ham_distance,similarity,error,blast_output
3,Boost,11,82.8125,14.847500,97.66
3,Boost,10,84.375,12.895000,97.27
3,Boost,10,84.375,12.895000,97.27
3,Boost,10,84.375,12.695000,97.07
3,Boost,9,85.9375,11.132500,97.07
3,Boost,10,84.375,12.305000,96.68
3,Boost,10,84.375,12.305000,96.68
3,Boost,10,84.375,12.305000,96.68
3,Boost,10,84.375,12.305000,96.68
3,Boost,10,84.375,12.305000,96.68
3,Boost,10,84.375,12.305000,96.68
3,Boost,10,84.375,12.305000,96.68
3,Boost,9,85.9375,10.542500,96.48
3,Boost,9,85.9375,10.352500,96.29
3,Boost,12,81.25,15.040000,96.29
3,Boost,10,84.375,11.325000,95.7
3,Boost,11,82.8125,13.677500,96.49
3,Boost,12,81.25,14.260000,95.51
3,Boost,12,81.25,14.060000,95.31
3,Boost,9,85.9375,9.372500,95.31
3,Boost,9,85.9375,9.372500,95.31
3,Boost,10,84.375,10.745000,95.12
3,Boost,10,84.375,10.745000,95.12
3,Boost,10,84.375,11.145000,95.52
3,Boost,11,82.8125,12.307500,95.12
3,Boost,10,84.375,10.745000,95.12
3,Boost,9,85.9375,9.182500,95.12
3,Boost,9,85.9375,9.182500,95.12
3,Boost,9,85.9375,9.182500,95.12
3,Boost,12,81.25,13.480000,94.73
3,Boost,9,85.9375,9.182500,95.12
3,Boost,9,85.9375,9.182500,95.12
3,Boost,8,87.5,7.620000,95.12
3,Boost,10,84.375,10.935000,95.31
3,Boost,10,84.375,10.745000,95.12
3,Boost,9,85.9375,8.982500,94.92
3,Boost,11,82.8125,11.917500,94.73
3,Boost,11,82.8125,11.917500,94.73
3,Boost,9,85.9375,10.942500,96.88
3,Boost,9,85.9375,8.982500,94.92
3,Boost,9,85.9375,8.592500,94.53
3,Boost,9,85.9375,8.592500,94.53
3,Boost,10,84.375,10.355000,94.73
3,Boost,15,76.5625,17.967500,94.53
3,Boost,10,84.375,10.355000,94.73
3,Boost,12,81.25,13.280000,94.53
3,Boost,13,79.6875,14.842500,94.53
3,Boost,11,82.8125,11.327500,94.14
3,Boost,12,81.25,13.090000,94.34
3,Boost,10,84.375,10.355000,94.73
3,Boost,11,82.8125,11.327500,94.14
3,Boost,11,82.8125,12.497500,95.31
3,Boost,10,84.375,9.575000,93.95
3,Boost,11,82.8125,11.327500,94.14
3,Boost,12,81.25,12.890000,94.14
3,Boost,12,81.25,12.890000,94.14
3,Boost,9,85.9375,7.812500,93.75
3,Boost,13,79.6875,14.452500,94.14
3,Boost,12,81.25,12.500000,93.75
3,Boost,9,85.9375,7.032500,92.97
3,Boost,13,79.6875,13.472500,93.16
3,Boost,15,76.5625,16.017500,92.58
3,Boost,8,87.5,5.080000,92.58
3,Boost,15,76.5625,14.847500,91.41
3,Boost,23,64.0625,27.147500,91.21
3,Boost,17,73.4375,16.992500,90.43
3,Boost,15,76.5625,17.997500,94.56
3,Boost,25,60.9375,28.512500,89.45
3,Boost,17,73.4375,13.862500,87.3
3,Boost,12,81.25,7.030000,88.28
3,Boost,12,81.25,7.030000,88.28
3,Boost,15,76.5625,10.937500,87.5
3,Boost,11,82.8125,5.097500,87.91
3,Boost,15,76.5625,10.937500,87.5
3,Boost,15,76.5625,10.157500,86.72
3,Boost,15,76.5625,9.957500,86.52
3,Boost,11,82.8125,4.827500,87.64
3,Boost,13,79.6875,16.392500,96.08
3,Boost,17,73.4375,12.502500,85.94
3,Boost,16,75.0,10.350000,85.35
3,Boost,16,75.0,10.160000,85.16
3,Boost,15,76.5625,19.417500,95.98
3,Boost,14,78.125,17.635000,95.76
3,Boost,11,82.8125,13.157500,95.97
3,Boost,14,78.125,7.835000,85.96
3,Boost,16,75.0,18.970000,93.97
3,Boost,11,82.8125,4.687500,87.5
3,Boost,17,73.4375,20.532500,93.97
3,Boost,13,79.6875,5.472500,85.16
3,Boost,14,78.125,2.145000,80.27
3,Boost,13,79.6875,12.822500,92.51
3,Boost,14,78.125,14.895000,93.02
3,Boost,13,79.6875,4.762500,84.45
3,Boost,18,71.875,22.055000,93.93
3,Boost,14,78.125,5.795000,83.92
3,Boost,13,79.6875,12.692500,92.38
3,Boost,13,79.6875,12.692500,92.38
3,Boost,13,79.6875,12.692500,92.38
3,Boost,14,78.125,13.025000,91.15
3,Boost,14,78.125,13.025000,91.15
3,Boost,14,78.125,14.045000,92.17
3,Boost,21,67.1875,14.652500,81.84
3,Boost,27,57.8125,25.387500,83.2
3,Boost,12,81.25,4.880000,76.37
3,Boost,17,73.4375,17.572500,91.01
3,Boost,15,76.5625,7.417500,83.98
3,Boost,15,76.5625,2.492500,74.07
3,Boost,18,71.875,18.085000,89.96
3,Boost,13,79.6875,5.807500,73.88
3,Boost,13,79.6875,5.807500,73.88
3,Boost,13,79.6875,5.807500,73.88
3,Boost,14,78.125,4.445000,73.68
3,Boost,15,76.5625,2.882500,73.68
3,Boost,16,75.0,1.510000,73.49
3,Boost,14,78.125,4.835000,73.29
3,Boost,16,75.0,2.100000,72.9
3,Boost,13,79.6875,16.372500,96.06
3,Boost,13,79.6875,16.372500,96.06
3,Boost,13,79.6875,16.372500,96.06
3,Boost,13,79.6875,16.372500,96.06
3,Boost,13,79.6875,16.372500,96.06
3,Boost,13,79.6875,16.372500,96.06
3,Boost,14,78.125,17.685000,95.81
3,Boost,16,75.0,2.340000,72.66
3,Boost,18,71.875,2.275000,74.15
3,Boost,16,75.0,2.990000,72.01
3,Boost,18,71.875,22.955000,94.83
3,Boost,18,71.875,1.025000,72.9
3,Boost,20,68.75,2.730000,71.48
3,Boost,16,75.0,2.490000,72.51
3,Boost,13,79.6875,14.402500,94.09
3,Boost,13,79.6875,14.402500,94.09
3,Boost,14,78.125,8.365000,86.49
3,Boost,12,81.25,12.590000,93.84
3,Boost,14,78.125,15.715000,93.84
3,Boost,14,78.125,15.715000,93.84
3,Boost,14,78.125,15.225000,93.35
3,Boost,17,73.4375,3.172500,76.61
3,Boost,20,68.75,2.400000,71.15
3,Boost,16,75.0,6.250000,68.75
3,Boost,19,70.3125,0.447500,70.76
3,Boost,14,78.125,6.795000,84.92
3,Boost,11,82.8125,2.227500,85.04
3,Boost,21,67.1875,1.952500,69.14
3,Boost,21,67.1875,17.532500,84.72
3,Boost,17,73.4375,7.892500,81.33
3,Boost,23,64.0625,5.727500,69.79
3,Boost,20,68.75,5.960000,74.71
3,Boost,16,75.0,16.380000,91.38
3,Boost,23,64.0625,5.337500,69.4
3,Boost,19,70.3125,12.177500,82.49
3,Boost,13,79.6875,15.032500,94.72
3,Boost,11,82.8125,10.857500,93.67
3,Boost,11,82.8125,10.857500,93.67
3,Boost,12,81.25,11.890000,93.14
3,Boost,11,82.8125,10.327500,93.14
3,Boost,16,75.0,10.220000,85.22
3,Boost,16,75.0,19.850000,94.85
3,Boost,18,71.875,14.575000,86.45
3,Boost,11,82.8125,9.537500,92.35
3,Boost,14,78.125,13.435000,91.56
3,Boost,11,82.8125,9.267500,92.08
3,Boost,13,79.6875,12.132500,91.82
3,Boost,16,75.0,16.560000,91.56
3,Boost,11,82.8125,8.747500,91.56
3,Boost,11,82.8125,8.747500,91.56
3,Boost,14,78.125,15.375000,93.5
3,Boost,12,81.25,10.310000,91.56
3,Boost,15,76.5625,14.467500,91.03
3,Boost,17,73.4375,18.972500,92.41
3,Boost,12,81.25,10.040000,91.29
3,Boost,19,70.3125,13.927500,84.24
3,Boost,13,79.6875,11.082500,90.77
3,Boost,13,79.6875,10.282500,89.97
3,Boost,14,78.125,11.585000,89.71
3,Boost,14,78.125,11.585000,89.71
3,Boost,20,68.75,24.320000,93.07
3,Boost,20,68.75,0.220000,68.97
3,Boost,16,75.0,3.250000,71.75
3,Boost,17,73.4375,15.212500,88.65
3,Boost,19,70.3125,9.217500,79.53
