ENSP00000001008 pgi|0000000009606101260|ti|9606|pi|0|        17 73.4375   26.56  | 100 459 0 0 1 459 1 459 0 924
ENSP00000001008 pgi|0000000000095981630|ti|9598|pi|0|        17 73.4375   25.91  | 99.35 459 3 0 1 459 1 459 0 920
ENSP00000001008 pgi|0000000000959734645|ti|9597|pi|0|        15 76.5625   22.79  | 99.35 459 3 0 1 459 1 459 0 917
ENSP00000001008 pgi|0000000000959710435|ti|9597|pi|0|        15 76.5625   22.79  | 99.35 459 3 0 1 459 1 459 0 917
ENSP00000001008 pgi|0000000000955712365|ti|9557|pi|0|        20 68.75     30.16  | 98.91 459 5 0 1 459 1 459 0 915
ENSP00000001008 pgi|0000000000953158775|ti|9531|pi|0|        20 68.75     30.16  | 98.91 459 5 0 1 459 1 459 0 915
ENSP00000001008 pgi|0000000006071111033|ti|60711|pi|0|       16 75.0      23.91  | 98.91 459 5 0 1 459 1 459 0 914
ENSP00000001008 pgi|0000000000954137936|ti|9541|pi|0|        20 68.75     29.94  | 98.69 459 6 0 1 459 1 459 0 913
ENSP00000001008 pgi|0000000000095416447|ti|9541|pi|0|        20 68.75     29.94  | 98.69 459 6 0 1 459 1 459 0 913
ENSP00000001008 pgi|0000000000096019920|ti|9601|pi|0|        19 70.3125   28.38  | 98.69 459 6 0 1 459 1 459 0 912
ENSP00000001008 pgi|0000000000954564340|ti|9545|pi|0|        20 68.75     29.72  | 98.47 459 7 0 1 459 1 459 0 911
ENSP00000001008 pgi|0000000000095443518|ti|9544|pi|0|        19 70.3125   28.16  | 98.47 459 7 0 1 459 1 459 0 911
ENSP00000001008 pgi|0000000000095556964|ti|9555|pi|0|        19 70.3125   28.38  | 98.69 459 5 1 1 459 1 458 0 907
ENSP00000001008 pgi|0000000000372939211|ti|37293|pi|0|       16 75.0      19.77  | 94.77 459 24 0 1 459 1 459 0 896
ENSP00000001008 pgi|0000000000948315098|ti|9483|pi|0|        16 75.0      19.12  | 94.12 459 27 0 1 459 1 459 0 890
ENSP00000001008 pgi|0000000000970817355|ti|9708|pi|0|        17 73.4375   18.93  | 92.37 459 35 0 1 459 1 459 0 876
ENSP00000001008 pgi|0000000037953215552|ti|379532|pi|0|      19 70.3125   22.94  | 93.25 459 31 0 1 459 1 459 0 876
ENSP00000001008 pgi|0000000000431797612|ti|43179|pi|0|       16 75.0      18.03  | 93.03 459 32 0 1 459 1 459 0 874
ENSP00000001008 pgi|0000000000961510926|ti|9615|pi|0|        16 75.0      16.72  | 91.72 459 38 0 1 459 1 459 0 872
ENSP00000001008 pgi|0000000000096699342|ti|9669|pi|0|        19 70.3125   20.62  | 90.93 452 41 0 1 452 1 452 0 860
ENSP00000001008 pgi|0000000007333713448|ti|73337|pi|0|       14 78.125    12.28  | 90.41 459 44 0 1 459 1 459 0 856
ENSP00000001008 pgi|0000000000096467806|ti|9646|pi|0|        16 75.0      15.85  | 90.85 459 42 0 1 459 1 459 0 855
ENSP00000001008 pgi|0000000000348398281|ti|34839|pi|0|       24 62.5      28.35  | 90.85 459 42 0 1 459 1 459 0 854
ENSP00000001008 pgi|0000000001003612688|ti|10036|pi|0|       20 68.75     22.75  | 91.5 459 38 1 1 459 1 458 0 854
ENSP00000001008 pgi|0000000000959511729|ti|9595|pi|0|        21 67.1875   32.34  | 99.53 425 2 0 35 459 1 425 0 852
ENSP00000001008 pgi|0000000001018127932|ti|10181|pi|0|       18 71.875    16.58  | 88.45 459 53 0 1 459 1 459 0 848
ENSP00000001008 pgi|0000000012758211168|ti|127582|pi|0|      20 68.75     21.23  | 89.98 459 46 0 1 459 1 459 0 848
ENSP00000001008 pgi|0000000012758223192|ti|127582|pi|0|      24 62.5      27.04  | 89.54 459 48 0 1 459 1 459 0 847
ENSP00000001008 pgi|0000000023084417985|ti|230844|pi|0|      23 64.0625   27.01  | 91.07 459 40 1 1 459 1 458 0 847
ENSP00000001008 pgi|0000000000982322517|ti|9823|pi|0|        19 70.3125   19.67  | 89.98 459 43 1 1 459 1 456 0 846
ENSP00000001008 pgi|0000000000030611640|ti|30611|pi|0|       21 67.1875   23.44  | 90.63 459 42 1 1 459 1 458 0 846
ENSP00000001008 pgi|0000000008946231791|ti|89462|pi|0|       16 75.0      14.32  | 89.32 459 49 0 1 459 1 459 0 843
ENSP00000001008 pgi|0000000012758223193|ti|127582|pi|0|      21 67.1875   21.92  | 89.11 459 48 1 1 459 1 457 0 843
ENSP00000001008 pgi|0000000001011615098|ti|10116|pi|0|       18 71.875    18.11  | 89.98 459 45 1 1 459 1 458 0 841
ENSP00000001008 pgi|0000000000993829963|ti|9938|pi|0|        20 68.75     20.36  | 89.11 459 50 0 1 459 1 459 0 841
ENSP00000001008 pgi|0000000000973911860|ti|9739|pi|0|        19 70.3125   17.05  | 87.36 459 57 1 1 459 1 458 0 840
ENSP00000001008 pgi|0000000000973314042|ti|9733|pi|0|        18 71.875    15.48  | 87.36 459 57 1 1 459 1 458 0 839
ENSP00000001008 pgi|0000000007200439528|ti|72004|pi|0|       21 67.1875   21.48  | 88.67 459 52 0 1 459 1 459 0 839
ENSP00000001008 pgi|0000000001854539649|ti|185453|pi|0|      18 71.875    17.44  | 89.32 459 48 1 1 459 1 458 0 836
ENSP00000001008 pgi|0000000000991313447|ti|9913|pi|0|        20 68.75     19.70  | 88.45 459 53 0 1 459 1 459 0 835
