window_size,hash,ham_distance,similarity,error,blast_output,bitscore,eValue,mutation_threshold
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,0,100.0,0.000000,100,374,4e-130,0
3,Blash_4,2,96.875,2.015000,98.89,370,1e-128,0
3,Blash_4,4,93.75,5.140000,98.89,370,2e-128,0
3,Blash_4,4,93.75,4.580000,98.33,367,2e-127,0
3,Blash_4,4,93.75,4.580000,98.33,367,2e-127,0
3,Blash_4,6,90.625,7.155000,97.78,366,7e-127,0
3,Blash_4,13,79.6875,20.312500,100,371,7e-127,0
3,Blash_4,2,96.875,0.395000,97.27,364,5e-126,0
3,Blash_4,4,93.75,3.980000,97.73,358,1e-123,0
3,Blash_4,12,81.25,10.970000,92.22,355,1e-122,0
3,Blash_4,9,85.9375,7.952500,93.89,355,1e-122,0
3,Blash_4,9,85.9375,7.952500,93.89,355,1e-122,0
3,Blash_4,12,81.25,12.640000,93.89,355,1e-122,0
3,Blash_4,4,93.75,6.250000,100,355,1e-122,0
3,Blash_4,2,96.875,3.125000,100,355,1e-122,0
3,Blash_4,10,84.375,7.295000,91.67,354,3e-122,0
3,Blash_4,10,84.375,7.295000,91.67,354,3e-122,0
3,Blash_4,12,81.25,12.080000,93.33,353,5e-122,0
3,Blash_4,13,79.6875,11.982500,91.67,353,6e-122,0
3,Blash_4,13,79.6875,11.982500,91.67,353,6e-122,0
