window_size,hash,ham_distance,similarity,error,blast_output,bitscore,eValue,mutation_threshold
3,Native,25,60.9375,39.062500,100,924,0,0
3,Native,23,64.0625,35.287500,99.35,920,0,0
3,Native,23,64.0625,35.287500,99.35,917,0,0
3,Native,23,64.0625,35.287500,99.35,917,0,0
3,Native,26,59.375,39.535000,98.91,915,0,0
3,Native,26,59.375,39.535000,98.91,915,0,0
3,Native,22,65.625,33.285000,98.91,914,0,0
3,Native,24,62.5,36.190000,98.69,913,0,0
3,Native,24,62.5,36.190000,98.69,913,0,0
3,Native,25,60.9375,37.752500,98.69,912,0,0
3,Native,24,62.5,35.970000,98.47,911,0,0
3,Native,23,64.0625,34.407500,98.47,911,0,0
3,Native,25,60.9375,37.752500,98.69,907,0,0
3,Native,18,71.875,22.895000,94.77,896,0,0
3,Native,18,71.875,22.245000,94.12,890,0,0
3,Native,25,60.9375,31.432500,92.37,876,0,0
3,Native,25,60.9375,32.312500,93.25,876,0,0
3,Native,26,59.375,33.655000,93.03,874,0,0
3,Native,26,59.375,32.345000,91.72,872,0,0
3,Native,21,67.1875,23.742500,90.93,860,0,0
3,Native,24,62.5,27.910000,90.41,856,0,0
3,Native,18,71.875,18.975000,90.85,855,0,0
3,Native,26,59.375,31.475000,90.85,854,0,0
3,Native,24,62.5,29.000000,91.5,854,0,0
3,Native,21,67.1875,32.342500,99.53,852,0,0
3,Native,18,71.875,16.575000,88.45,848,0,0
3,Native,30,53.125,36.855000,89.98,848,0,0
3,Native,28,56.25,33.290000,89.54,847,0,0
3,Native,23,64.0625,27.007500,91.07,847,0,0
3,Native,27,57.8125,32.167500,89.98,846,0,0
3,Native,27,57.8125,32.817500,90.63,846,0,0
3,Native,26,59.375,29.945000,89.32,843,0,0
3,Native,29,54.6875,34.422500,89.11,843,0,0
3,Native,24,62.5,27.480000,89.98,841,0,0
3,Native,30,53.125,35.985000,89.11,841,0,0
3,Native,25,60.9375,26.422500,87.36,840,0,0
3,Native,26,59.375,27.985000,87.36,839,0,0
3,Native,31,51.5625,37.107500,88.67,839,0,0
3,Native,28,56.25,33.070000,89.32,836,0,0
3,Native,32,50.0,38.450000,88.45,835,0,0
3,Native,25,60.9375,29.042500,89.98,835,0,0
3,Native,26,59.375,31.035000,90.41,834,0,0
